username,score
MrBaltes,80
dfzd,98.36966666666666
dfzd,96.28633333333333
dfzd,96.29266666666666
dfzd,96.29566666666666
dfzd,96.29033333333334
dfzd,96.28433333333334
dfzd,96.275
dfzd,95.42033333333333
